DESCRIZIONE MATRICE (1°livello),DESCRIZIONE MATRICE (2° livello),Data inizio,Data fine,Comune di prelievo,Provincia,Nuclide,Attività specifica,Unità di misura,Column,Column2,* n.r.: non rilevabile (risultato inferiore alla sensibilità analitica),Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15
ACQUA D'IMPIANTO DI DEPURAZIONE,FANGO DEPURATORE,2019-03-26T09:00:00Z,2019-03-26T09:00:00Z,CARIMATE,CO,CS-137,1.54,BQ/KG,,,,,,,,,,,,,,,,
ACQUA D'IMPIANTO DI DEPURAZIONE,FANGO DEPURATORE,2019-03-26T09:00:00Z,2019-03-26T09:00:00Z,CARIMATE,CO,I-131,0.49,BQ/KG,,,,,,,,,,,,,,,,
ACQUA D'IMPIANTO DI DEPURAZIONE,FANGO DEPURATORE,2019-11-26T08:45:00Z,2019-11-26T08:45:00Z,CARIMATE,CO,CS-137,2.57,BQ/KG,,,,,,,,,,,,,,,,
ACQUA D'IMPIANTO DI DEPURAZIONE,FANGO DEPURATORE,2019-11-26T08:45:00Z,2019-11-26T08:45:00Z,CARIMATE,CO,I-131,1.02,BQ/KG,,,,,,,,,,,,,,,,
ACQUA D'IMPIANTO DI DEPURAZIONE,FANGO DEPURATORE,2019-04-16T07:30:00Z,2019-04-16T07:30:00Z,CREMONA,CR,CS-137,1.81,BQ/KG,,,,,,,,,,,,,,,,
ACQUA D'IMPIANTO DI DEPURAZIONE,FANGO DEPURATORE,2019-04-16T07:30:00Z,2019-04-16T07:30:00Z,CREMONA,CR,I-131,3.82,BQ/KG,,,,,,,,,,,,,,,,
ACQUA D'IMPIANTO DI DEPURAZIONE,FANGO DEPURATORE,2019-10-10T06:45:00Z,2019-10-10T06:45:00Z,CREMONA,CR,CS-137,2.1,BQ/KG,,,,,,,,,,,,,,,,
ACQUA D'IMPIANTO DI DEPURAZIONE,FANGO DEPURATORE,2019-10-10T06:45:00Z,2019-10-10T06:45:00Z,CREMONA,CR,I-131,7.6,BQ/KG,,,,,,,,,,,,,,,,
ACQUA D'IMPIANTO DI DEPURAZIONE,FANGO DEPURATORE,2019-05-08T08:50:00Z,2019-05-08T08:50:00Z,LECCO,LC,CS-137,1.03,BQ/KG,,,,,,,,,,,,,,,,
ACQUA D'IMPIANTO DI DEPURAZIONE,FANGO DEPURATORE,2019-05-08T08:50:00Z,2019-05-08T08:50:00Z,LECCO,LC,I-131,23.6,BQ/KG,,,,,,,,,,,,,,,,
ACQUA D'IMPIANTO DI DEPURAZIONE,FANGO DEPURATORE,2019-05-08T08:50:00Z,2019-05-08T08:50:00Z,LECCO,LC,IN-111,1.25,BQ/KG,,,,,,,,,,,,,,,,
ACQUA D'IMPIANTO DI DEPURAZIONE,FANGO DEPURATORE,2019-09-11T08:45:00Z,2019-09-11T08:45:00Z,LECCO,LC,CS-137,2.12,BQ/KG,,,,,,,,,,,,,,,,
ACQUA D'IMPIANTO DI DEPURAZIONE,FANGO DEPURATORE,2019-09-11T08:45:00Z,2019-09-11T08:45:00Z,LECCO,LC,I-131,3.22,BQ/KG,,,,,,,,,,,,,,,,
ACQUA D'IMPIANTO DI DEPURAZIONE,FANGO DEPURATORE,2019-03-19T09:00:00Z,2019-03-19T09:00:00Z,LODI,LO,CS-137,0.385,BQ/KG,,,,,,,,,,,,,,,,
ACQUA D'IMPIANTO DI DEPURAZIONE,FANGO DEPURATORE,2019-03-19T09:00:00Z,2019-03-19T09:00:00Z,LODI,LO,I-131,159.0,BQ/KG,,,,,,,,,,,,,,,,
ACQUA D'IMPIANTO DI DEPURAZIONE,FANGO DEPURATORE,2019-09-17T07:55:00Z,2019-09-17T07:55:00Z,LODI,LO,CS-137,3.79,BQ/KG,,,,,,,,,,,,,,,,
ACQUA D'IMPIANTO DI DEPURAZIONE,FANGO DEPURATORE,2019-09-17T07:55:00Z,2019-09-17T07:55:00Z,LODI,LO,I-131,n.r.,BQ/KG,,,,,,,,,,,,,,,,
ACQUA D'IMPIANTO DI DEPURAZIONE,FANGO DEPURATORE,2019-04-17T09:00:00Z,2019-06-04T08:00:00Z,VIMERCATE,MB,CS-137,0.8,BQ/KG,,,,,,,,,,,,,,,,
ACQUA D'IMPIANTO DI DEPURAZIONE,FANGO DEPURATORE,2019-04-17T09:00:00Z,2019-06-04T08:00:00Z,VIMERCATE,MB,I-131,1.24,BQ/KG,,,,,,,,,,,,,,,,
ACQUA D'IMPIANTO DI DEPURAZIONE,FANGO DEPURATORE,2019-10-08T09:00:00Z,2019-12-03T09:00:00Z,VIMERCATE,MB,CS-137,0.87,BQ/KG,,,,,,,,,,,,,,,,
ACQUA D'IMPIANTO DI DEPURAZIONE,FANGO DEPURATORE,2019-10-08T09:00:00Z,2019-12-03T09:00:00Z,VIMERCATE,MB,I-131,7.6,BQ/KG,,,,,,,,,,,,,,,,
ACQUA D'IMPIANTO DI DEPURAZIONE,FANGO DEPURATORE,2019-05-22T09:40:00Z,2019-05-22T09:40:00Z,LOCATE DI TRIULZI,MI,CS-137,0.79,BQ/KG,,,,,,,,,,,,,,,,
ACQUA D'IMPIANTO DI DEPURAZIONE,FANGO DEPURATORE,2019-05-22T09:40:00Z,2019-05-22T09:40:00Z,LOCATE DI TRIULZI,MI,I-131,3.23,BQ/KG,,,,,,,,,,,,,,,,
ACQUA D'IMPIANTO DI DEPURAZIONE,FANGO DEPURATORE,2019-10-01T08:30:00Z,2019-10-01T08:30:00Z,LOCATE DI TRIULZI,MI,CS-137,2.62,BQ/KG,,,,,,,,,,,,,,,,
ACQUA D'IMPIANTO DI DEPURAZIONE,FANGO DEPURATORE,2019-10-01T08:30:00Z,2019-10-01T08:30:00Z,LOCATE DI TRIULZI,MI,I-131,103.8,BQ/KG,,,,,,,,,,,,,,,,
ACQUA D'IMPIANTO DI DEPURAZIONE,FANGO DEPURATORE,2019-06-11T08:00:00Z,2019-06-11T08:00:00Z,CASTIGLIONE DELLE STIVIERE,MN,CS-137,0.213,BQ/KG,,,,,,,,,,,,,,,,
ACQUA D'IMPIANTO DI DEPURAZIONE,FANGO DEPURATORE,2019-06-11T08:00:00Z,2019-06-11T08:00:00Z,CASTIGLIONE DELLE STIVIERE,MN,I-131,10.5,BQ/KG,,,,,,,,,,,,,,,,
ACQUA D'IMPIANTO DI DEPURAZIONE,FANGO DEPURATORE,2019-10-29T09:00:00Z,2019-10-29T09:00:00Z,CASTIGLIONE DELLE STIVIERE,MN,CS-137,0.58,BQ/KG,,,,,,,,,,,,,,,,
ACQUA D'IMPIANTO DI DEPURAZIONE,FANGO DEPURATORE,2019-10-29T09:00:00Z,2019-10-29T09:00:00Z,CASTIGLIONE DELLE STIVIERE,MN,I-131,4.62,BQ/KG,,,,,,,,,,,,,,,,
ACQUA D'IMPIANTO DI DEPURAZIONE,FANGO DEPURATORE,2019-06-04T08:00:00Z,2019-06-04T08:00:00Z,MORTARA,PV,CS-137,n.r.,BQ/KG,,,,,,,,,,,,,,,,
ACQUA D'IMPIANTO DI DEPURAZIONE,FANGO DEPURATORE,2019-06-04T08:00:00Z,2019-06-04T08:00:00Z,MORTARA,PV,CS-137,n.r.,BQ/KG,,,,,,,,,,,,,,,,
ACQUA D'IMPIANTO DI DEPURAZIONE,FANGO DEPURATORE,2019-06-04T08:00:00Z,2019-06-04T08:00:00Z,MORTARA,PV,I-131,38.7,BQ/KG,,,,,,,,,,,,,,,,
ACQUA D'IMPIANTO DI DEPURAZIONE,FANGO DEPURATORE,2019-06-04T08:00:00Z,2019-06-04T08:00:00Z,MORTARA,PV,I-131,n.r.,BQ/KG,,,,,,,,,,,,,,,,
ACQUA D'IMPIANTO DI DEPURAZIONE,FANGO DEPURATORE,2019-12-03T09:00:00Z,2019-12-03T09:00:00Z,MORTARA,PV,CS-137,0.316,BQ/KG,,,,,,,,,,,,,,,,
ACQUA D'IMPIANTO DI DEPURAZIONE,FANGO DEPURATORE,2019-12-03T09:00:00Z,2019-12-03T09:00:00Z,MORTARA,PV,CS-137,n.r.,BQ/KG,,,,,,,,,,,,,,,,
ACQUA D'IMPIANTO DI DEPURAZIONE,FANGO DEPURATORE,2019-12-03T09:00:00Z,2019-12-03T09:00:00Z,MORTARA,PV,I-131,n.r.,BQ/KG,,,,,,,,,,,,,,,,
ACQUA D'IMPIANTO DI DEPURAZIONE,FANGO DEPURATORE,2019-12-03T09:00:00Z,2019-12-03T09:00:00Z,MORTARA,PV,I-131,n.r.,BQ/KG,,,,,,,,,,,,,,,,
ACQUA D'IMPIANTO DI DEPURAZIONE,FANGO DEPURATORE,2019-03-05T08:00:00Z,2019-03-05T08:00:00Z,MORBEGNO,SO,CS-137,0.94,BQ/KG,,,,,,,,,,,,,,,,
ACQUA D'IMPIANTO DI DEPURAZIONE,FANGO DEPURATORE,2019-03-05T08:00:00Z,2019-03-05T08:00:00Z,MORBEGNO,SO,I-131,0.83,BQ/KG,,,,,,,,,,,,,,,,
ACQUA D'IMPIANTO DI DEPURAZIONE,FANGO DEPURATORE,2019-09-03T07:00:00Z,2019-09-03T07:00:00Z,MORBEGNO,SO,CS-137,1.78,BQ/KG,,,,,,,,,,,,,,,,
ACQUA D'IMPIANTO DI DEPURAZIONE,FANGO DEPURATORE,2019-09-03T07:00:00Z,2019-09-03T07:00:00Z,MORBEGNO,SO,I-131,0.55,BQ/KG,,,,,,,,,,,,,,,,
ACQUA D'IMPIANTO DI DEPURAZIONE,FANGO DEPURATORE,2019-05-14T08:00:00Z,2019-05-14T08:00:00Z,CARONNO PERTUSELLA,VA,CS-137,3.39,BQ/KG,,,,,,,,,,,,,,,,
ACQUA D'IMPIANTO DI DEPURAZIONE,FANGO DEPURATORE,2019-05-14T08:00:00Z,2019-05-14T08:00:00Z,CARONNO PERTUSELLA,VA,I-131,n.r.,BQ/KG,,,,,,,,,,,,,,,,
ACQUA D'IMPIANTO DI DEPURAZIONE,FANGO DEPURATORE,2019-10-29T09:00:00Z,2019-10-29T09:00:00Z,CARONNO PERTUSELLA,VA,CS-137,3.14,BQ/KG,,,,,,,,,,,,,,,,
ACQUA D'IMPIANTO DI DEPURAZIONE,FANGO DEPURATORE,2019-10-29T09:00:00Z,2019-10-29T09:00:00Z,CARONNO PERTUSELLA,VA,I-131,3.3,BQ/KG,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE - mensile,2019-01-01T23:00:00Z,2019-01-30T23:00:00Z,BERGAMO,BG,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE - mensile,2019-01-31T23:00:00Z,2019-02-27T23:00:00Z,BERGAMO,BG,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE - mensile,2019-02-28T23:00:00Z,2019-03-28T23:00:00Z,BERGAMO,BG,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE - mensile,2019-03-31T22:00:00Z,2019-04-28T22:00:00Z,BERGAMO,BG,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE - mensile,2019-05-05T22:00:00Z,2019-05-30T22:00:00Z,BERGAMO,BG,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE - mensile,2019-05-30T22:00:00Z,2019-06-30T22:00:00Z,BERGAMO,BG,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE - mensile,2019-06-30T22:00:00Z,2019-07-30T22:00:00Z,BERGAMO,BG,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE - mensile,2019-07-31T22:00:00Z,2019-09-01T22:00:00Z,BERGAMO,BG,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE - mensile,2019-09-01T22:00:00Z,2019-09-29T22:00:00Z,BERGAMO,BG,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE - mensile,2019-09-30T22:00:00Z,2019-10-30T23:00:00Z,BERGAMO,BG,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE - mensile,2019-10-30T23:00:00Z,2019-11-28T23:00:00Z,BERGAMO,BG,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE - mensile,2019-12-01T23:00:00Z,2019-12-29T23:00:00Z,BERGAMO,BG,CS-137,4.9E-4,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-02-11T08:35:00Z,2019-02-11T08:35:00Z,SERIATE,BG,RN-222,0.92,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-02-11T08:35:00Z,2019-02-11T08:35:00Z,SERIATE,BG,T-ALFA,n.r.,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-02-11T08:35:00Z,2019-02-11T08:35:00Z,SERIATE,BG,T-BETA,n.r.,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-08-05T07:46:00Z,2019-08-05T07:46:00Z,SERIATE,BG,RN-222,0.94,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-08-05T07:46:00Z,2019-08-05T07:46:00Z,SERIATE,BG,T-ALFA,n.r.,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-08-05T07:46:00Z,2019-08-05T07:46:00Z,SERIATE,BG,T-BETA,n.r.,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-02-11T09:26:00Z,2019-02-11T09:26:00Z,TREVIGLIO,BG,RN-222,17.9,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-02-11T09:26:00Z,2019-02-11T09:26:00Z,TREVIGLIO,BG,T-ALFA,n.r.,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-02-11T09:26:00Z,2019-02-11T09:26:00Z,TREVIGLIO,BG,T-BETA,n.r.,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-08-05T08:38:00Z,2019-08-05T08:38:00Z,TREVIGLIO,BG,RN-222,15.4,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-08-05T08:38:00Z,2019-08-05T08:38:00Z,TREVIGLIO,BG,T-ALFA,0.04,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-08-05T08:38:00Z,2019-08-05T08:38:00Z,TREVIGLIO,BG,T-BETA,n.r.,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-01-10T09:00:00Z,2019-02-01T11:00:00Z,BRESCIA,BS,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-02-04T08:30:00Z,2019-02-28T07:00:00Z,BRESCIA,BS,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-06-26T08:00:00Z,2019-06-26T08:00:00Z,CAPRIANO DEL COLLE,BS,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-06-26T08:00:00Z,2019-06-26T08:00:00Z,CAPRIANO DEL COLLE,BS,T-ALFA,0.062,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-06-26T08:00:00Z,2019-06-26T08:00:00Z,CAPRIANO DEL COLLE,BS,T-BETA,0.203,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-06-26T08:45:00Z,2019-06-26T08:45:00Z,CAPRIANO DEL COLLE,BS,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-06-26T08:45:00Z,2019-06-26T08:45:00Z,CAPRIANO DEL COLLE,BS,T-ALFA,0.075,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-06-26T08:45:00Z,2019-06-26T08:45:00Z,CAPRIANO DEL COLLE,BS,T-BETA,0.168,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-02-19T09:10:00Z,2019-02-19T09:10:00Z,DESENZANO DEL GARDA,BS,RN-222,7.2,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-02-19T09:10:00Z,2019-02-19T09:10:00Z,DESENZANO DEL GARDA,BS,T-ALFA,0.04,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-02-19T09:10:00Z,2019-02-19T09:10:00Z,DESENZANO DEL GARDA,BS,T-BETA,0.219,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-09-03T07:45:00Z,2019-09-03T07:45:00Z,DESENZANO DEL GARDA,BS,RN-222,4.5,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-09-03T07:45:00Z,2019-09-03T07:45:00Z,DESENZANO DEL GARDA,BS,T-ALFA,n.r.,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-09-03T07:45:00Z,2019-09-03T07:45:00Z,DESENZANO DEL GARDA,BS,T-BETA,0.131,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-02-19T10:10:00Z,2019-02-19T10:10:00Z,MONTICHIARI,BS,RN-222,18.1,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-02-19T10:10:00Z,2019-02-19T10:10:00Z,MONTICHIARI,BS,T-ALFA,0.079,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-02-19T10:10:00Z,2019-02-19T10:10:00Z,MONTICHIARI,BS,T-BETA,0.175,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-09-03T08:45:00Z,2019-09-03T08:45:00Z,MONTICHIARI,BS,RN-222,15.6,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-09-03T08:45:00Z,2019-09-03T08:45:00Z,MONTICHIARI,BS,T-ALFA,0.052,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-09-03T08:45:00Z,2019-09-03T08:45:00Z,MONTICHIARI,BS,T-BETA,n.r.,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-09-03T09:20:00Z,2019-09-03T09:20:00Z,PONCARALE,BS,RN-222,10.8,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-09-03T09:20:00Z,2019-09-03T09:20:00Z,PONCARALE,BS,T-ALFA,0.047,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-09-03T09:20:00Z,2019-09-03T09:20:00Z,PONCARALE,BS,T-BETA,n.r.,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-12-18T09:55:00Z,2019-12-18T09:55:00Z,PONCARALE,BS,RN-222,18.2,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-12-18T09:55:00Z,2019-12-18T09:55:00Z,PONCARALE,BS,T-ALFA,0.061,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-12-18T09:55:00Z,2019-12-18T09:55:00Z,PONCARALE,BS,T-BETA,0.088,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-02-21T09:15:00Z,2019-02-21T09:15:00Z,ROVELLO PORRO,CO,CS-137,n.r.,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-02-21T09:15:00Z,2019-02-21T09:15:00Z,ROVELLO PORRO,CO,RA-226,n.r.,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-04-08T08:30:00Z,2019-04-08T08:30:00Z,OFFANENGO,CR,T-ALFA,0.082,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-04-08T08:30:00Z,2019-04-08T08:30:00Z,OFFANENGO,CR,T-BETA,0.124,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-04-08T09:00:00Z,2019-04-08T09:00:00Z,PANDINO,CR,T-ALFA,0.077,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-04-08T09:00:00Z,2019-04-08T09:00:00Z,PANDINO,CR,T-BETA,n.r.,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-04-17T08:15:00Z,2019-04-17T08:15:00Z,CASTELGERUNDO,LO,RN-222,1.9,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-04-17T08:15:00Z,2019-04-17T08:15:00Z,CASTELGERUNDO,LO,T-ALFA,n.r.,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-04-17T08:15:00Z,2019-04-17T08:15:00Z,CASTELGERUNDO,LO,T-BETA,n.r.,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-10-15T08:00:00Z,2019-10-15T08:00:00Z,CASTELGERUNDO,LO,RN-222,0.91,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-10-15T08:00:00Z,2019-10-15T08:00:00Z,CASTELGERUNDO,LO,T-ALFA,n.r.,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-10-15T08:00:00Z,2019-10-15T08:00:00Z,CASTELGERUNDO,LO,T-BETA,n.r.,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-04-10T07:40:00Z,2019-04-10T07:40:00Z,LODI,LO,RN-222,9.9,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-04-10T07:40:00Z,2019-04-10T07:40:00Z,LODI,LO,T-ALFA,0.06,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-04-10T07:40:00Z,2019-04-10T07:40:00Z,LODI,LO,T-BETA,n.r.,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-10-22T07:30:00Z,2019-10-22T07:30:00Z,LODI,LO,RN-222,27.6,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-10-22T07:30:00Z,2019-10-22T07:30:00Z,LODI,LO,T-ALFA,0.074,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-10-22T07:30:00Z,2019-10-22T07:30:00Z,LODI,LO,T-BETA,n.r.,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-02-25T09:00:00Z,2019-02-25T09:00:00Z,ARCORE,MB,RN-222,8.8,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-02-25T09:00:00Z,2019-02-25T09:00:00Z,ARCORE,MB,T-ALFA,0.041,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-02-25T09:00:00Z,2019-02-25T09:00:00Z,ARCORE,MB,T-BETA,n.r.,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-09-10T08:20:00Z,2019-09-10T08:20:00Z,ARCORE,MB,RN-222,10.3,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-09-10T08:20:00Z,2019-09-10T08:20:00Z,ARCORE,MB,T-ALFA,0.042,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-09-10T08:20:00Z,2019-09-10T08:20:00Z,ARCORE,MB,T-BETA,0.268,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-02-25T09:20:00Z,2019-02-25T09:20:00Z,BRUGHERIO,MB,RN-222,11.4,BQ/L,,,,,,,,,,,,,,,,
ACQUA POTABILE,ACQUA POTABILE DI RETE DI DISTRIBUZIONE,2019-02-25T09:20:00Z,2019-02-25T09:20:00Z,BRUGHERIO,MB,T-ALFA,0.055,BQ/L,,,,,,,,,,,,,,,,
