"","","","","","","","","","",""
"","","","","","","","","","",""
"","","","","","","","","","",""
"","","","","","","","","","",""
"","","","","","","","","","",""
"DATO:
DATI ANALITICI ACQUE SOTTERRANEE","","FONTE DATI:
ARPA Lombardia","ANNO DI RIFERIMENTO:
2018","","","Sostanze Perfluoroalchiliche 
– PFAS – ","","","",""
"","","","","","","","","","",""
"","","","","","","","","","",""
"","","","","","","","","","",""
"GWB","PROVINCIA","COMUNE","CODICE PP","COORD X","COORD Y","DATA CAMPIONAMENTO","SOSTANZA","CAS","UM","CONCENTRAZIONE"
"GWB ISS APTA","VA","Busto Arsizio","PO012026NU3023","487335","5046742","10/11/2018","PFNA (Perfluoro Nonanoic Acid)","375-95-1","µg/l","<0,005"
"GWB ISS APTA","VA","Busto Arsizio","PO012026NU3023","487335","5046742","10/11/2018","PFOA (Perfluoro Octanoic Acid)","335-67-1","µg/l","0,007"
"GWB ISS APTA","VA","Busto Arsizio","PO012026NU3023","487335","5046742","10/11/2018","PFOS (Perfluoro Octane Sulfonate)","1763-23-1","µg/l","0,0031"
"GWB ISS APTA","VA","Busto Arsizio","PO012026NU3023","487335","5046742","10/11/2018","PFPeA (Perfluoro Pentanoic Acid)","2706-90-3","µg/l","<0,005"
"GWB ISS APTA","VA","Busto Arsizio","PO012026NU3023","487335","5046742","10/11/2018","PFUdA (Perfluoro Undecanoic Acid)","2058-94-8","µg/l","<0,01"
"GWB ISS APTA","VA","Gerenzano","PO0120750R2020","498243","5052530","3/26/2018","PFBA (Perfluoro Butanoic Acid)","375-22-4","µg/l","<0,005"
"GWB ISS APTA","VA","Gerenzano","PO0120750R2020","498243","5052530","3/26/2018","PFBS (Perfluoro Butane Sulfonate)","375-73-5","µg/l","<0,005"
"GWB ISS APTA","VA","Gerenzano","PO0120750R2020","498243","5052530","3/26/2018","PFDA (Perfluoro Decanoic Acid)","335-76-2","µg/l","<0,005"
"GWB ISS APTA","VA","Gerenzano","PO0120750R2020","498243","5052530","3/26/2018","PFDoA (Perfluoro Dodecanoic Acid)","307-55-1","µg/l","<0,01"
"GWB ISS APTA","VA","Gerenzano","PO0120750R2020","498243","5052530","3/26/2018","PFHpA (Perfluoro Heptanoic Acid)","375-85-9","µg/l","<0,005"
"GWB ISS APTA","VA","Gerenzano","PO0120750R2020","498243","5052530","3/26/2018","PFHxA (Perfluoro Hexanoic Acid)","307-24-4","µg/l","<0,005"
"GWB ISS APTA","VA","Gerenzano","PO0120750R2020","498243","5052530","3/26/2018","PFHxS (Perfluoro Hexane Sulfonate)","355-46-4","µg/l","<0,005"
"GWB ISS APTA","VA","Gerenzano","PO0120750R2020","498243","5052530","3/26/2018","PFNA (Perfluoro Nonanoic Acid)","375-95-1","µg/l","<0,005"
"GWB ISS APTA","VA","Gerenzano","PO0120750R2020","498243","5052530","3/26/2018","PFOA (Perfluoro Octanoic Acid)","335-67-1","µg/l","<0,005"
"GWB ISS APTA","VA","Gerenzano","PO0120750R2020","498243","5052530","3/26/2018","PFOS (Perfluoro Octane Sulfonate)","1763-23-1","µg/l","<0,0002"
"GWB ISS APTA","VA","Gerenzano","PO0120750R2020","498243","5052530","3/26/2018","PFPeA (Perfluoro Pentanoic Acid)","2706-90-3","µg/l","<0,005"
"GWB ISS APTA","VA","Gerenzano","PO0120750R2020","498243","5052530","3/26/2018","PFUdA (Perfluoro Undecanoic Acid)","2058-94-8","µg/l","<0,01"
"GWB ISS APTA","VA","Gerenzano","PO0120750R2020","498243","5052530","7/19/2018","PFBA (Perfluoro Butanoic Acid)","375-22-4","µg/l","<0,005"
"GWB ISS APTA","VA","Gerenzano","PO0120750R2020","498243","5052530","7/19/2018","PFBS (Perfluoro Butane Sulfonate)","375-73-5","µg/l","<0,005"
"GWB ISS APTA","VA","Gerenzano","PO0120750R2020","498243","5052530","7/19/2018","PFDA (Perfluoro Decanoic Acid)","335-76-2","µg/l","<0,005"
"GWB ISS APTA","VA","Gerenzano","PO0120750R2020","498243","5052530","7/19/2018","PFDoA (Perfluoro Dodecanoic Acid)","307-55-1","µg/l","<0,01"
"GWB ISS APTA","VA","Gerenzano","PO0120750R2020","498243","5052530","7/19/2018","PFHpA (Perfluoro Heptanoic Acid)","375-85-9","µg/l","<0,005"
"GWB ISS APTA","VA","Gerenzano","PO0120750R2020","498243","5052530","7/19/2018","PFHxA (Perfluoro Hexanoic Acid)","307-24-4","µg/l","<0,005"
"GWB ISS APTA","VA","Gerenzano","PO0120750R2020","498243","5052530","7/19/2018","PFHxS (Perfluoro Hexane Sulfonate)","355-46-4","µg/l","<0,005"
"GWB ISS APTA","VA","Gerenzano","PO0120750R2020","498243","5052530","7/19/2018","PFNA (Perfluoro Nonanoic Acid)","375-95-1","µg/l","<0,005"
"GWB ISS APTA","VA","Gerenzano","PO0120750R2020","498243","5052530","7/19/2018","PFOA (Perfluoro Octanoic Acid)","335-67-1","µg/l","<0,005"
"GWB ISS APTA","VA","Gerenzano","PO0120750R2020","498243","5052530","7/19/2018","PFOS (Perfluoro Octane Sulfonate)","1763-23-1","µg/l","<0,0002"
"GWB ISS APTA","VA","Gerenzano","PO0120750R2020","498243","5052530","7/19/2018","PFPeA (Perfluoro Pentanoic Acid)","2706-90-3","µg/l","<0,005"
"GWB ISS APTA","VA","Gerenzano","PO0120750R2020","498243","5052530","7/19/2018","PFUdA (Perfluoro Undecanoic Acid)","2058-94-8","µg/l","<0,01"
"GWB ISS APTA","VA","Gerenzano","PO0120750R2020","498243","5052530","10/17/2018","PFBA (Perfluoro Butanoic Acid)","375-22-4","µg/l","<0,005"
"GWB ISS APTA","VA","Gerenzano","PO0120750R2020","498243","5052530","10/17/2018","PFBS (Perfluoro Butane Sulfonate)","375-73-5","µg/l","<0,005"
"GWB ISS APTA","VA","Gerenzano","PO0120750R2020","498243","5052530","10/17/2018","PFDA (Perfluoro Decanoic Acid)","335-76-2","µg/l","<0,005"
"GWB ISS APTA","VA","Gerenzano","PO0120750R2020","498243","5052530","10/17/2018","PFDoA (Perfluoro Dodecanoic Acid)","307-55-1","µg/l","<0,01"
"GWB ISS APTA","VA","Gerenzano","PO0120750R2020","498243","5052530","10/17/2018","PFHpA (Perfluoro Heptanoic Acid)","375-85-9","µg/l","<0,005"
"GWB ISS APTA","VA","Gerenzano","PO0120750R2020","498243","5052530","10/17/2018","PFHxA (Perfluoro Hexanoic Acid)","307-24-4","µg/l","<0,005"
"GWB ISS APTA","VA","Gerenzano","PO0120750R2020","498243","5052530","10/17/2018","PFHxS (Perfluoro Hexane Sulfonate)","355-46-4","µg/l","<0,005"
"GWB ISS APTA","VA","Gerenzano","PO0120750R2020","498243","5052530","10/17/2018","PFNA (Perfluoro Nonanoic Acid)","375-95-1","µg/l","<0,005"
"GWB ISS APTA","VA","Gerenzano","PO0120750R2020","498243","5052530","10/17/2018","PFOA (Perfluoro Octanoic Acid)","335-67-1","µg/l","0,007"
"GWB ISS APTA","VA","Gerenzano","PO0120750R2020","498243","5052530","10/17/2018","PFOS (Perfluoro Octane Sulfonate)","1763-23-1","µg/l","0,0026"
"GWB ISS APTA","VA","Gerenzano","PO0120750R2020","498243","5052530","10/17/2018","PFPeA (Perfluoro Pentanoic Acid)","2706-90-3","µg/l","<0,005"
"GWB ISS APTA","VA","Gerenzano","PO0120750R2020","498243","5052530","10/17/2018","PFUdA (Perfluoro Undecanoic Acid)","2058-94-8","µg/l","<0,01"
"GWB ISS APTA","VA","Somma Lombardo","PO012123NU2007","472384","5058790","4/12/2018","PFBA (Perfluoro Butanoic Acid)","375-22-4","µg/l","<0,005"
"GWB ISS APTA","VA","Somma Lombardo","PO012123NU2007","472384","5058790","4/12/2018","PFBS (Perfluoro Butane Sulfonate)","375-73-5","µg/l","<0,005"
"GWB ISS APTA","VA","Somma Lombardo","PO012123NU2007","472384","5058790","4/12/2018","PFDA (Perfluoro Decanoic Acid)","335-76-2","µg/l","<0,005"
"GWB ISS APTA","VA","Somma Lombardo","PO012123NU2007","472384","5058790","4/12/2018","PFDoA (Perfluoro Dodecanoic Acid)","307-55-1","µg/l","<0,01"
"GWB ISS APTA","VA","Somma Lombardo","PO012123NU2007","472384","5058790","4/12/2018","PFHpA (Perfluoro Heptanoic Acid)","375-85-9","µg/l","<0,005"
"GWB ISS APTA","VA","Somma Lombardo","PO012123NU2007","472384","5058790","4/12/2018","PFHxA (Perfluoro Hexanoic Acid)","307-24-4","µg/l","<0,005"
"GWB ISS APTA","VA","Somma Lombardo","PO012123NU2007","472384","5058790","4/12/2018","PFHxS (Perfluoro Hexane Sulfonate)","355-46-4","µg/l","<0,005"
"GWB ISS APTA","VA","Somma Lombardo","PO012123NU2007","472384","5058790","4/12/2018","PFNA (Perfluoro Nonanoic Acid)","375-95-1","µg/l","<0,005"
"GWB ISS APTA","VA","Somma Lombardo","PO012123NU2007","472384","5058790","4/12/2018","PFOA (Perfluoro Octanoic Acid)","335-67-1","µg/l","<0,005"
"GWB ISS APTA","VA","Somma Lombardo","PO012123NU2007","472384","5058790","4/12/2018","PFOS (Perfluoro Octane Sulfonate)","1763-23-1","µg/l","<0,0002"
"GWB ISS APTA","VA","Somma Lombardo","PO012123NU2007","472384","5058790","4/12/2018","PFPeA (Perfluoro Pentanoic Acid)","2706-90-3","µg/l","<0,005"
"GWB ISS APTA","VA","Somma Lombardo","PO012123NU2007","472384","5058790","4/12/2018","PFUdA (Perfluoro Undecanoic Acid)","2058-94-8","µg/l","<0,01"
"GWB ISS APTA","VA","Somma Lombardo","PO012123NU2007","472384","5058790","7/17/2018","PFBA (Perfluoro Butanoic Acid)","375-22-4","µg/l","<0,005"
"GWB ISS APTA","VA","Somma Lombardo","PO012123NU2007","472384","5058790","7/17/2018","PFBS (Perfluoro Butane Sulfonate)","375-73-5","µg/l","<0,005"
"GWB ISS APTA","VA","Somma Lombardo","PO012123NU2007","472384","5058790","7/17/2018","PFDA (Perfluoro Decanoic Acid)","335-76-2","µg/l","<0,005"
"GWB ISS APTA","VA","Somma Lombardo","PO012123NU2007","472384","5058790","7/17/2018","PFDoA (Perfluoro Dodecanoic Acid)","307-55-1","µg/l","<0,01"
"GWB ISS APTA","VA","Somma Lombardo","PO012123NU2007","472384","5058790","7/17/2018","PFHpA (Perfluoro Heptanoic Acid)","375-85-9","µg/l","<0,005"
"GWB ISS APTA","VA","Somma Lombardo","PO012123NU2007","472384","5058790","7/17/2018","PFHxA (Perfluoro Hexanoic Acid)","307-24-4","µg/l","<0,005"
"GWB ISS APTA","VA","Somma Lombardo","PO012123NU2007","472384","5058790","7/17/2018","PFHxS (Perfluoro Hexane Sulfonate)","355-46-4","µg/l","<0,005"
"GWB ISS APTA","VA","Somma Lombardo","PO012123NU2007","472384","5058790","7/17/2018","PFNA (Perfluoro Nonanoic Acid)","375-95-1","µg/l","<0,005"
"GWB ISS APTA","VA","Somma Lombardo","PO012123NU2007","472384","5058790","7/17/2018","PFOA (Perfluoro Octanoic Acid)","335-67-1","µg/l","<0,005"
"GWB ISS APTA","VA","Somma Lombardo","PO012123NU2007","472384","5058790","7/17/2018","PFOS (Perfluoro Octane Sulfonate)","1763-23-1","µg/l","<0,0002"
"GWB ISS APTA","VA","Somma Lombardo","PO012123NU2007","472384","5058790","7/17/2018","PFPeA (Perfluoro Pentanoic Acid)","2706-90-3","µg/l","<0,005"
"GWB ISS APTA","VA","Somma Lombardo","PO012123NU2007","472384","5058790","7/17/2018","PFUdA (Perfluoro Undecanoic Acid)","2058-94-8","µg/l","<0,01"
"GWB ISS APTA","VA","Somma Lombardo","PO012123NU2007","472384","5058790","11/20/2018","PFBA (Perfluoro Butanoic Acid)","375-22-4","µg/l","<0,005"
"GWB ISS APTA","VA","Somma Lombardo","PO012123NU2007","472384","5058790","11/20/2018","PFBS (Perfluoro Butane Sulfonate)","375-73-5","µg/l","<0,005"
"GWB ISS APTA","VA","Somma Lombardo","PO012123NU2007","472384","5058790","11/20/2018","PFDA (Perfluoro Decanoic Acid)","335-76-2","µg/l","<0,005"
"GWB ISS APTA","VA","Somma Lombardo","PO012123NU2007","472384","5058790","11/20/2018","PFDoA (Perfluoro Dodecanoic Acid)","307-55-1","µg/l","<0,01"
"GWB ISS APTA","VA","Somma Lombardo","PO012123NU2007","472384","5058790","11/20/2018","PFHpA (Perfluoro Heptanoic Acid)","375-85-9","µg/l","<0,005"
"GWB ISS APTA","VA","Somma Lombardo","PO012123NU2007","472384","5058790","11/20/2018","PFHxA (Perfluoro Hexanoic Acid)","307-24-4","µg/l","<0,005"
"GWB ISS APTA","VA","Somma Lombardo","PO012123NU2007","472384","5058790","11/20/2018","PFHxS (Perfluoro Hexane Sulfonate)","355-46-4","µg/l","<0,005"
"GWB ISS APTA","VA","Somma Lombardo","PO012123NU2007","472384","5058790","11/20/2018","PFNA (Perfluoro Nonanoic Acid)","375-95-1","µg/l","<0,005"
"GWB ISS APTA","VA","Somma Lombardo","PO012123NU2007","472384","5058790","11/20/2018","PFOA (Perfluoro Octanoic Acid)","335-67-1","µg/l","<0,005"
"GWB ISS APTA","VA","Somma Lombardo","PO012123NU2007","472384","5058790","11/20/2018","PFOS (Perfluoro Octane Sulfonate)","1763-23-1","µg/l","<0,0002"
"GWB ISS APTA","VA","Somma Lombardo","PO012123NU2007","472384","5058790","11/20/2018","PFPeA (Perfluoro Pentanoic Acid)","2706-90-3","µg/l","<0,005"
"GWB ISS APTA","VA","Somma Lombardo","PO012123NU2007","472384","5058790","11/20/2018","PFUdA (Perfluoro Undecanoic Acid)","2058-94-8","µg/l","<0,01"
"ACQUIFERO LOCALE","BS","Bedizzole","PO0170140U0007","609351","5040701","4/10/2018","PFBA (Perfluoro Butanoic Acid)","375-22-4","µg/l","<0,005"
"ACQUIFERO LOCALE","BS","Bedizzole","PO0170140U0007","609351","5040701","4/10/2018","PFBS (Perfluoro Butane Sulfonate)","375-73-5","µg/l","<0,005"
"ACQUIFERO LOCALE","BS","Bedizzole","PO0170140U0007","609351","5040701","4/10/2018","PFDA (Perfluoro Decanoic Acid)","335-76-2","µg/l","<0,005"
"ACQUIFERO LOCALE","BS","Bedizzole","PO0170140U0007","609351","5040701","4/10/2018","PFDoA (Perfluoro Dodecanoic Acid)","307-55-1","µg/l","<0,01"
"ACQUIFERO LOCALE","BS","Bedizzole","PO0170140U0007","609351","5040701","4/10/2018","PFHpA (Perfluoro Heptanoic Acid)","375-85-9","µg/l","<0,005"
"ACQUIFERO LOCALE","BS","Bedizzole","PO0170140U0007","609351","5040701","4/10/2018","PFHxA (Perfluoro Hexanoic Acid)","307-24-4","µg/l","<0,005"
"ACQUIFERO LOCALE","BS","Bedizzole","PO0170140U0007","609351","5040701","4/10/2018","PFHxS (Perfluoro Hexane Sulfonate)","355-46-4","µg/l","<0,005"
"ACQUIFERO LOCALE","BS","Bedizzole","PO0170140U0007","609351","5040701","4/10/2018","PFNA (Perfluoro Nonanoic Acid)","375-95-1","µg/l","<0,005"
"ACQUIFERO LOCALE","BS","Bedizzole","PO0170140U0007","609351","5040701","4/10/2018","PFOA (Perfluoro Octanoic Acid)","335-67-1","µg/l","<0,005"
"ACQUIFERO LOCALE","BS","Bedizzole","PO0170140U0007","609351","5040701","4/10/2018","PFOS (Perfluoro Octane Sulfonate)","1763-23-1","µg/l","0,0005"
"ACQUIFERO LOCALE","BS","Bedizzole","PO0170140U0007","609351","5040701","4/10/2018","PFPeA (Perfluoro Pentanoic Acid)","2706-90-3","µg/l","<0,005"
"ACQUIFERO LOCALE","BS","Bedizzole","PO0170140U0007","609351","5040701","4/10/2018","PFUdA (Perfluoro Undecanoic Acid)","2058-94-8","µg/l","<0,01"
"GWB ISS APOM","BS","Brescia","PO017029NR0001","591971","5038818","3/28/2018","PFBA (Perfluoro Butanoic Acid)","375-22-4","µg/l","0,034"
"GWB ISS APOM","BS","Brescia","PO017029NR0001","591971","5038818","3/28/2018","PFBS (Perfluoro Butane Sulfonate)","375-73-5","µg/l","0,007"
"GWB ISS APOM","BS","Brescia","PO017029NR0001","591971","5038818","3/28/2018","PFDA (Perfluoro Decanoic Acid)","335-76-2","µg/l","<0,005"
"GWB ISS APOM","BS","Brescia","PO017029NR0001","591971","5038818","3/28/2018","PFDoA (Perfluoro Dodecanoic Acid)","307-55-1","µg/l","<0,01"
"GWB ISS APOM","BS","Brescia","PO017029NR0001","591971","5038818","3/28/2018","PFHpA (Perfluoro Heptanoic Acid)","375-85-9","µg/l","<0,005"
"GWB ISS APOM","BS","Brescia","PO017029NR0001","591971","5038818","3/28/2018","PFHxA (Perfluoro Hexanoic Acid)","307-24-4","µg/l","0,011"
"GWB ISS APOM","BS","Brescia","PO017029NR0001","591971","5038818","3/28/2018","PFHxS (Perfluoro Hexane Sulfonate)","355-46-4","µg/l","<0,005"
"GWB ISS APOM","BS","Brescia","PO017029NR0001","591971","5038818","3/28/2018","PFNA (Perfluoro Nonanoic Acid)","375-95-1","µg/l","<0,005"
"GWB ISS APOM","BS","Brescia","PO017029NR0001","591971","5038818","3/28/2018","PFOA (Perfluoro Octanoic Acid)","335-67-1","µg/l","0,007"
"GWB ISS APOM","BS","Brescia","PO017029NR0001","591971","5038818","3/28/2018","PFOS (Perfluoro Octane Sulfonate)","1763-23-1","µg/l","0,0051"
"GWB ISS APOM","BS","Brescia","PO017029NR0001","591971","5038818","3/28/2018","PFPeA (Perfluoro Pentanoic Acid)","2706-90-3","µg/l","<0,005"
"GWB ISS APOM","BS","Brescia","PO017029NR0001","591971","5038818","3/28/2018","PFUdA (Perfluoro Undecanoic Acid)","2058-94-8","µg/l","<0,01"
"GWB ISS APOM","BS","Brescia","PO017029NR0001","591971","5038818","8/23/2018","PFBA (Perfluoro Butanoic Acid)","375-22-4","µg/l","<0,005"
"GWB ISS APOM","BS","Brescia","PO017029NR0001","591971","5038818","8/23/2018","PFBS (Perfluoro Butane Sulfonate)","375-73-5","µg/l","0,012"
"GWB ISS APOM","BS","Brescia","PO017029NR0001","591971","5038818","8/23/2018","PFDA (Perfluoro Decanoic Acid)","335-76-2","µg/l","<0,005"
"GWB ISS APOM","BS","Brescia","PO017029NR0001","591971","5038818","8/23/2018","PFDoA (Perfluoro Dodecanoic Acid)","307-55-1","µg/l","<0,01"
"GWB ISS APOM","BS","Brescia","PO017029NR0001","591971","5038818","8/23/2018","PFHpA (Perfluoro Heptanoic Acid)","375-85-9","µg/l","<0,005"
"GWB ISS APOM","BS","Brescia","PO017029NR0001","591971","5038818","8/23/2018","PFHxA (Perfluoro Hexanoic Acid)","307-24-4","µg/l","<0,005"
"GWB ISS APOM","BS","Brescia","PO017029NR0001","591971","5038818","8/23/2018","PFHxS (Perfluoro Hexane Sulfonate)","355-46-4","µg/l","<0,005"
"GWB ISS APOM","BS","Brescia","PO017029NR0001","591971","5038818","8/23/2018","PFNA (Perfluoro Nonanoic Acid)","375-95-1","µg/l","<0,005"
"GWB ISS APOM","BS","Brescia","PO017029NR0001","591971","5038818","8/23/2018","PFOA (Perfluoro Octanoic Acid)","335-67-1","µg/l","0,012"
"GWB ISS APOM","BS","Brescia","PO017029NR0001","591971","5038818","8/23/2018","PFOS (Perfluoro Octane Sulfonate)","1763-23-1","µg/l","0,01"
"GWB ISS APOM","BS","Brescia","PO017029NR0001","591971","5038818","8/23/2018","PFPeA (Perfluoro Pentanoic Acid)","2706-90-3","µg/l","<0,005"
"GWB ISS APOM","BS","Brescia","PO017029NR0001","591971","5038818","8/23/2018","PFUdA (Perfluoro Undecanoic Acid)","2058-94-8","µg/l","<0,01"
"GWB ISS APOM","BS","Brescia","PO017029NR0001","591971","5038818","12/5/2018","PFBA (Perfluoro Butanoic Acid)","375-22-4","µg/l","<0,005"
"GWB ISS APOM","BS","Brescia","PO017029NR0001","591971","5038818","12/5/2018","PFBS (Perfluoro Butane Sulfonate)","375-73-5","µg/l","<0,005"
"GWB ISS APOM","BS","Brescia","PO017029NR0001","591971","5038818","12/5/2018","PFDA (Perfluoro Decanoic Acid)","335-76-2","µg/l","<0,005"
"GWB ISS APOM","BS","Brescia","PO017029NR0001","591971","5038818","12/5/2018","PFDoA (Perfluoro Dodecanoic Acid)","307-55-1","µg/l","<0,01"
"GWB ISS APOM","BS","Brescia","PO017029NR0001","591971","5038818","12/5/2018","PFHpA (Perfluoro Heptanoic Acid)","375-85-9","µg/l","<0,005"
"GWB ISS APOM","BS","Brescia","PO017029NR0001","591971","5038818","12/5/2018","PFHxA (Perfluoro Hexanoic Acid)","307-24-4","µg/l","0,01"
"GWB ISS APOM","BS","Brescia","PO017029NR0001","591971","5038818","12/5/2018","PFHxS (Perfluoro Hexane Sulfonate)","355-46-4","µg/l","<0,005"
"GWB ISS APOM","BS","Brescia","PO017029NR0001","591971","5038818","12/5/2018","PFNA (Perfluoro Nonanoic Acid)","375-95-1","µg/l","<0,005"
"GWB ISS APOM","BS","Brescia","PO017029NR0001","591971","5038818","12/5/2018","PFOA (Perfluoro Octanoic Acid)","335-67-1","µg/l","0,011"
"GWB ISS APOM","BS","Brescia","PO017029NR0001","591971","5038818","12/5/2018","PFOS (Perfluoro Octane Sulfonate)","1763-23-1","µg/l","0,0043"
"GWB ISS APOM","BS","Brescia","PO017029NR0001","591971","5038818","12/5/2018","PFPeA (Perfluoro Pentanoic Acid)","2706-90-3","µg/l","<0,005"
"GWB ISS APOM","BS","Brescia","PO017029NR0001","591971","5038818","12/5/2018","PFUdA (Perfluoro Undecanoic Acid)","2058-94-8","µg/l","<0,01"
"GWB ISS APOM","BS","Calvisano","PO0170340RC481","603498","5027951","5/28/2018","PFBA (Perfluoro Butanoic Acid)","375-22-4","µg/l","0,009"
"GWB ISS APOM","BS","Calvisano","PO0170340RC481","603498","5027951","5/28/2018","PFBS (Perfluoro Butane Sulfonate)","375-73-5","µg/l","0,019"
"GWB ISS APOM","BS","Calvisano","PO0170340RC481","603498","5027951","5/28/2018","PFDA (Perfluoro Decanoic Acid)","335-76-2","µg/l","<0,005"
"GWB ISS APOM","BS","Calvisano","PO0170340RC481","603498","5027951","5/28/2018","PFDoA (Perfluoro Dodecanoic Acid)","307-55-1","µg/l","<0,01"
"GWB ISS APOM","BS","Calvisano","PO0170340RC481","603498","5027951","5/28/2018","PFHpA (Perfluoro Heptanoic Acid)","375-85-9","µg/l","<0,005"
"GWB ISS APOM","BS","Calvisano","PO0170340RC481","603498","5027951","5/28/2018","PFHxA (Perfluoro Hexanoic Acid)","307-24-4","µg/l","0,005"
"GWB ISS APOM","BS","Calvisano","PO0170340RC481","603498","5027951","5/28/2018","PFHxS (Perfluoro Hexane Sulfonate)","355-46-4","µg/l","<0,005"
"GWB ISS APOM","BS","Calvisano","PO0170340RC481","603498","5027951","5/28/2018","PFNA (Perfluoro Nonanoic Acid)","375-95-1","µg/l","<0,005"
"GWB ISS APOM","BS","Calvisano","PO0170340RC481","603498","5027951","5/28/2018","PFOA (Perfluoro Octanoic Acid)","335-67-1","µg/l","0,007"
"GWB ISS APOM","BS","Calvisano","PO0170340RC481","603498","5027951","5/28/2018","PFOS (Perfluoro Octane Sulfonate)","1763-23-1","µg/l","0,0017"
"GWB ISS APOM","BS","Calvisano","PO0170340RC481","603498","5027951","5/28/2018","PFPeA (Perfluoro Pentanoic Acid)","2706-90-3","µg/l","0,005"
"GWB ISS APOM","BS","Calvisano","PO0170340RC481","603498","5027951","5/28/2018","PFUdA (Perfluoro Undecanoic Acid)","2058-94-8","µg/l","<0,01"
"GWB ISS APOM","BS","Calvisano","PO0170340RC481","603498","5027951","8/28/2018","PFBA (Perfluoro Butanoic Acid)","375-22-4","µg/l","0,011"
"GWB ISS APOM","BS","Calvisano","PO0170340RC481","603498","5027951","8/28/2018","PFBS (Perfluoro Butane Sulfonate)","375-73-5","µg/l","0,017"
"GWB ISS APOM","BS","Calvisano","PO0170340RC481","603498","5027951","8/28/2018","PFDA (Perfluoro Decanoic Acid)","335-76-2","µg/l","<0,005"
"GWB ISS APOM","BS","Calvisano","PO0170340RC481","603498","5027951","8/28/2018","PFDoA (Perfluoro Dodecanoic Acid)","307-55-1","µg/l","<0,01"
"GWB ISS APOM","BS","Calvisano","PO0170340RC481","603498","5027951","8/28/2018","PFHpA (Perfluoro Heptanoic Acid)","375-85-9","µg/l","<0,005"
"GWB ISS APOM","BS","Calvisano","PO0170340RC481","603498","5027951","8/28/2018","PFHxA (Perfluoro Hexanoic Acid)","307-24-4","µg/l","0,006"
"GWB ISS APOM","BS","Calvisano","PO0170340RC481","603498","5027951","8/28/2018","PFHxS (Perfluoro Hexane Sulfonate)","355-46-4","µg/l","<0,005"
"GWB ISS APOM","BS","Calvisano","PO0170340RC481","603498","5027951","8/28/2018","PFNA (Perfluoro Nonanoic Acid)","375-95-1","µg/l","<0,005"
"GWB ISS APOM","BS","Calvisano","PO0170340RC481","603498","5027951","8/28/2018","PFOA (Perfluoro Octanoic Acid)","335-67-1","µg/l","0,007"
"GWB ISS APOM","BS","Calvisano","PO0170340RC481","603498","5027951","8/28/2018","PFOS (Perfluoro Octane Sulfonate)","1763-23-1","µg/l","0,0034"
"GWB ISS APOM","BS","Calvisano","PO0170340RC481","603498","5027951","8/28/2018","PFPeA (Perfluoro Pentanoic Acid)","2706-90-3","µg/l","0,008"
"GWB ISS APOM","BS","Calvisano","PO0170340RC481","603498","5027951","8/28/2018","PFUdA (Perfluoro Undecanoic Acid)","2058-94-8","µg/l","<0,01"
"GWB ISS APOM","BS","Calvisano","PO0170340RC481","603498","5027951","10/18/2018","PFBA (Perfluoro Butanoic Acid)","375-22-4","µg/l","0,045"
"GWB ISS APOM","BS","Calvisano","PO0170340RC481","603498","5027951","10/18/2018","PFBS (Perfluoro Butane Sulfonate)","375-73-5","µg/l","0,025"
"GWB ISS APOM","BS","Calvisano","PO0170340RC481","603498","5027951","10/18/2018","PFDA (Perfluoro Decanoic Acid)","335-76-2","µg/l","<0,005"
"GWB ISS APOM","BS","Calvisano","PO0170340RC481","603498","5027951","10/18/2018","PFDoA (Perfluoro Dodecanoic Acid)","307-55-1","µg/l","<0,01"
"GWB ISS APOM","BS","Calvisano","PO0170340RC481","603498","5027951","10/18/2018","PFHpA (Perfluoro Heptanoic Acid)","375-85-9","µg/l","<0,005"
"GWB ISS APOM","BS","Calvisano","PO0170340RC481","603498","5027951","10/18/2018","PFHxA (Perfluoro Hexanoic Acid)","307-24-4","µg/l","0,008"
"GWB ISS APOM","BS","Calvisano","PO0170340RC481","603498","5027951","10/18/2018","PFHxS (Perfluoro Hexane Sulfonate)","355-46-4","µg/l","<0,005"
"GWB ISS APOM","BS","Calvisano","PO0170340RC481","603498","5027951","10/18/2018","PFNA (Perfluoro Nonanoic Acid)","375-95-1","µg/l","<0,005"
"GWB ISS APOM","BS","Calvisano","PO0170340RC481","603498","5027951","10/18/2018","PFOA (Perfluoro Octanoic Acid)","335-67-1","µg/l","0,008"
