PROVINCIA,COMUNE,ID_AGISCO,DENOMINAZIONE,INDIRIZZO,NOTE,TIPOLOGIA SITO/ATTIVITA',LONGITUDINE,LATITUDINE,LOCATION,PRECISIONE_LOCATION
MILANO,LAINATE,MI116.0021,AMCOR,"VIA DON LUIGI STURZO, 38",,aree industriali dismesse,9.03665599,45.57937574,POINT (9.03665599 45.57937574),alta
MILANO,SEGRATE,MI205.0003,"SOCIETA' IMMOBILIARE CORSO MAGENTA SRL, IMMOBILIARE GRECO",VIA OLGIA,(*),aree industriali dismesse,9.26915278,45.49183444,POINT (9.26915278 45.49183444),alta
MILANO,OPERA,MI159.0022,FAGIOLI SPA,"VIA VIGENTINA, 2",,aree industriali dismesse,9.20904265,45.36630225,POINT (9.20904265 45.36630225),alta
MILANO,MILANO,MI146.0028,BOVISA GASOMETRI (EX MONTEDISON/AEM) EX SIN,"VIA PRIVATA GIAMPIETRINO, 24",,aree industriali dismesse,9.15933654,45.46819153,POINT (9.15933654 45.46819153),bassa
LODI,VILLANOVA DEL SILLARO,LO060.0001,ex cava BARGANO,FRAZIONE BARGANO,,attività minerarie o estrattive,9.4703768,45.24376078,POINT (9.4703768 45.24376078),bassa
MONZA E DELLA BRIANZA,USMATE VELATE,MI227.0003,P.V. AGIP n. 2326 AdS Vimercate Ovest,TANGENZIALE EST MILANO A51,,impianti di stoccaggio o adduzione carburanti,9.36537335,45.64163315,POINT (9.36537335 45.64163315),alta
BERGAMO,BERGAMO,BG024.0140,MANGIMI M3,VIA SAN GIOVANNI BOSCO,,aree industriali dismesse,9.6710797,45.6884643,POINT (9.6710797 45.6884643),alta
BRESCIA,MONTICHIARI,BS113.0012,"Telecom Italia S.p.a., PERDITA SERBATOIO","VIALE GUGLIELMO MARCONI, 52/54",(*),rilasci accidentali o dolosi di sostanze,10.38549034,45.41458162,POINT (10.38549034 45.41458162),alta
COMO,CARUGO,CO048.0004,AREA EX NESPOLI,"VIA LUIGI CADORNA, 5",,aree industriali dismesse,9.19323473,45.70910832,POINT (9.19323473 45.70910832),alta
PAVIA,FERRERA ERBOGNONE,PV062.0005,Serbatoio S16 del deposito,"STRADA PROVINCIALE 28 PER PIEVE DEL CAIRO, 35",(*),aree industriali in attività,8.85450175,45.08000726,POINT (8.85450175 45.08000726),bassa
MILANO,TRUCCAZZANO,MI224.0004,Edificio di VIA MILANO,"VIA MILANO, 10",(*),,9.49372817,45.49860913,POINT (9.49372817 45.49860913),alta
BERGAMO,CANONICA D ADDA,BG049.0004,PERQUIS & C. S.R.L.,"VIA FARA, 6",,aree industriali dismesse,9.53722844,45.57401083,POINT (9.53722844 45.57401083),alta
BRESCIA,BOTTICINO,BS023.0001,EX DOROTEX,"VIA GIUSEPPE GARIBALDI, 34",,aree industriali dismesse,10.30565446,45.52680165,POINT (10.30565446 45.52680165),alta
VARESE,LUINO,VA092.0009,AREA PRESIDIO OSPEDALIERO FOND. MACCHI - LUINO,"VIA CARLO FORLANINI, 6",,serbatoi carburante per riscaldamento,8.7452556,45.9965612,POINT (8.7452556 45.9965612),alta
MILANO,MILANO,MI146.1148,METROTRAMVIA TESTI-BICOCCA-VIALE MONZA,VIA ANASSAGORA ANG.TREMELLONI,,discariche abusive o incontrollate,9.23078004,45.51731185,POINT (9.23078004 45.51731185),alta
LECCO,LECCO,LC042.0030,OTOMEC SRL,"VIA PADRE DOMENICO MAZZUCCONI, 12",,aree industriali dismesse,9.40006293,45.86825996,POINT (9.40006293 45.86825996),alta
PAVIA,VARZI,PV171.0003,Ex Vallestaffora s.r.l.,"FRAZIONE LOC.ARONCHIO,FRAZIONE SAN MARTINO",,aree industriali in attività,9.2187104,44.81666513,POINT (9.2187104 44.81666513),bassa
MILANO,MILANO,MI146.4283,AREA VIA DEI MISSAGLIA,"VIA DEI MISSAGLIA, 89",,aree industriali dismesse,9.17523845,45.4138496,POINT (9.17523845 45.4138496),alta
MILANO,MILANO,MI146.2544,CONDOMINIO - Serbatoio,"VIALE STELVIO, 58",,altri siti non meglio specificati,9.1842833,45.49493005,POINT (9.1842833 45.49493005),alta
LODI,GRAFFIGNANA,LO028.0002,Area Ex Stabilimento Metallurgica Graffignana S.p.a.,"VIA SANT' ANGELO, 6",,aree industriali dismesse,9.450505,45.2105197,POINT (9.450505 45.2105197),alta
CREMONA,CASALMAGGIORE,CR021.0003,F.I.R. ELETTROMECCANICA,"VIA ROMA, 19",,aree industriali in attività,10.41703529,44.99285531,POINT (10.41703529 44.99285531),alta
MILANO,CALVIGNASCO,MI042.0002,EFFRAZIONE OLEODOTTO SANNAZZARO - RHO,S.P.33,,rilasci accidentali o dolosi di sostanze,9.0248738,45.32674211,POINT (9.0248738 45.32674211),bassa
BERGAMO,SERIATE,BG198.0009,PV SHELL 11.127,VIA STELLA ALPINA,,impianti di stoccaggio o adduzione carburanti,9.74219868,45.68101798,POINT (9.74219868 45.68101798),alta
MILANO,NERVIANO,MI154.0007,Ditta Fratelli Della Vedova & C. snc,"VIA TICINO, 47/49",(*),,8.96915216,45.55048509,POINT (8.96915216 45.55048509),alta
VARESE,CARONNO PERTUSELLA,VA034.0010,BENASEDO SPA,"VIA ASIAGO, 332",,aree industriali in attività,9.03844279,45.59934132,POINT (9.03844279 45.59934132),alta
PAVIA,ZERBOLO,PV189.0002,SVERSAMENTO OLIO TRASFORMATORE ENEL,LOCALITA' CASCINA CORTE GRANDE,(*),rilasci accidentali o dolosi di sostanze,9.0186246,45.20927566,POINT (9.0186246 45.20927566),bassa
MILANO,MILANO,MI146.0237,ASHLAND ITALIA SRL,"VIA GIACOMO WATT, 42",,aree industriali dismesse,9.14964736,45.44329675,POINT (9.14964736 45.44329675),alta
BRESCIA,BRESCIA,BS029.0161,PARCO COMUNALE DI VIA PARENZO LATO SUD-EST E NORD - 135-15,VIA PARENZO,,altri siti non meglio specificati,10.19608195,45.52288537,POINT (10.19608195 45.52288537),alta
MILANO,ARLUNO,MI010.0004,TIRO A VOLO ARLUNESE,VIA PER CORBETTA,,altri siti non meglio specificati,8.94878735,45.51089836,POINT (8.94878735 45.51089836),bassa
MILANO,RHO,MI182.0022,"DEPOSITO DI RHO, AGIP PETROLI SpA","VIA PREGNANA, 103",,impianti di stoccaggio o adduzione carburanti,9.02363768,45.52013737,POINT (9.02363768 45.52013737),alta
MILANO,MILANO,MI146.4325,PII MONTECITY ROGOREDO - EX MONTEDISON NUOVO PROCEDIMENTO DI BONIFICA - MILANO SANTA GIULIA,"VIA ROMUALDO BONFADINI, 148",,aree industriali dismesse,9.25330269,45.4443845,POINT (9.25330269 45.4443845),alta
MILANO,MILANO,MI146.4015,ZARA EXPO LOTTO 1/B EX CAVA TRIBONIANO,VIA TRIBONIANO,,discariche abusive o incontrollate,9.12303641,45.50886241,POINT (9.12303641 45.50886241),alta
PAVIA,PIEVE PORTO MORONE,PV114.0002,EX DISCARICA,VIA PONTE VECCHIO,,smaltimenti non autorizzati - abbandono rifiuti,9.4407747,45.1067902,POINT (9.4407747 45.1067902),alta
VARESE,CASTELLANZA,VA042.0017,Area di Via Campo Sportivo,VIA CAMPO SPORTIVO,(*),smaltimenti non autorizzati - abbandono rifiuti,8.88232743,45.61493452,POINT (8.88232743 45.61493452),alta
MILANO,MILANO,MI146.1032,PUNTO VENDITA IP 2348,"VIA PAOLO REMBRANDT, 70",,impianti di stoccaggio o adduzione carburanti,9.13273501,45.46790491,POINT (9.13273501 45.46790491),alta
MILANO,MILANO,MI146.2838,IMPIANTO API 40976 CANTALUPA EST,"VIA DEL MARE, 35",,impianti di stoccaggio o adduzione carburanti,9.15843108,45.42124438,POINT (9.15843108 45.42124438),alta
MONZA E DELLA BRIANZA,CERIANO LAGHETTO,MI069.0003,AREA EX ACNA,LOCALITA' GROANE,,aree industriali dismesse,9.08071924,45.62963352,POINT (9.08071924 45.62963352),bassa
MILANO,SAN GIULIANO MILANESE,MI195.0006,"IMMOBILIARE ASSAGO, EX ANTIBIOTICOS","VIA DELLA LIBERAZIONE, 1",,aree industriali dismesse,9.26194764,45.39719346,POINT (9.26194764 45.39719346),alta
MILANO,MILANO,MI146.4248,AREA VIALE TROYA,"VIALE CARLO TROYA, 19",,aree industriali dismesse,9.1554001,45.45071635,POINT (9.1554001 45.45071635),alta
MILANO,SESTO SAN GIOVANNI,MI209.0042,AREA COFELY EX DEPOSITO ELIO,"VIA BARCELLONA, 3",(*),aree industriali in attività,9.26327587,45.53831454,POINT (9.26327587 45.53831454),alta
MILANO,MILANO,MI146.0810,EX DEPOSITO OLI MINERALI,"VIA PADOVA, 401",,impianti di stoccaggio o adduzione carburanti,9.26238235,45.5129693,POINT (9.26238235 45.5129693),alta
PAVIA,TROMELLO,PV164.0006,SVERSAMENTO IDROCARBURI DA EFFRAZIONE DOLOSA OLEODOTTO ENI,LOCALITA' BORGO SAN SIRO,,rilasci accidentali o dolosi di sostanze,8.8765692,45.2101285,POINT (8.8765692 45.2101285),alta
MILANO,ABBIATEGRASSO,MI002.0014,P.V. SHELL 49031,"VIALE GIUSEPPE MAZZINI, 179/B",,impianti di stoccaggio o adduzione carburanti,8.93229897,45.39959288,POINT (8.93229897 45.39959288),alta
MANTOVA,BORGO MANTOVANO,MN049.0002,PV 1278 - REVERE,VIA BRENNERO 73,,impianti di stoccaggio o adduzione carburanti,,,,nd
LECCO,DOLZAGO,LC031.0005,CARPROMETAL - REALIZZAZIONE DEL NUOVO IMPIANTO DI DEPURAZIONE,"VIA PROVINCIALE, 80",(*),operazioni di recupero rifiuti,9.33191205,45.76767863,POINT (9.33191205 45.76767863),alta
MILANO,MILANO,MI146.3876,"AREA ""EX ALCEA""","VIA SIMONE SCHIAFFINO, 25",,aree industriali dismesse,9.16715182,45.50693191,POINT (9.16715182 45.50693191),alta
MILANO,VIMODRONE,MI242.0009,Area di Via S. Anna,"VIA SANT' ANNA, 20",(*),,9.28264042,45.51433228,POINT (9.28264042 45.51433228),alta
MILANO,MILANO,MI146.4317,EX INALCO SPA,"VIA ARCIVESCOVO CALABIANA, 18",,aree industriali dismesse,9.20950479,45.44213049,POINT (9.20950479 45.44213049),alta
MILANO,SENAGO,MI206.0028,"CEP, Area Coede","VIA PIETRO MASCAGNI, 38",,operazioni di recupero rifiuti,9.10283854,45.5758468,POINT (9.10283854 45.5758468),alta
VARESE,CARDANO AL CAMPO,VA032.0006,AREA CARABELLI-ex centrale idrocarburi,"VIA AL PARCO, 48",,aree industriali dismesse,8.76976409,45.64568368,POINT (8.76976409 45.64568368),alta
MANTOVA,SUSTINENTE,MN064.0003,Impianto distribuzione carburanti,STRADA STATALE 482 ALTA POLESANA,(*),impianti di stoccaggio o adduzione carburanti,11.027392,45.08497,POINT (11.027392 45.08497),bassa
MILANO,PESCHIERA BORROMEO,MI171.0023,IMM.RE MARILISA,"VIA SANTA CATERINA DA SIENA, 14",,serbatoi carburante per riscaldamento,9.29813573,45.42733247,POINT (9.29813573 45.42733247),alta
VARESE,VENEGONO SUPERIORE,VA137.0006,P.V. IP N° 40943,"VIA GIULIO CESARE, 36/A",,impianti di stoccaggio o adduzione carburanti,8.90152173,45.74575624,POINT (8.90152173 45.74575624),alta
BRESCIA,TEMU,BS184.0006,PERDITA DI GASOLIO DA SERBATOIO IN AREA SITA IN VIA PREVALE',VIA PREVALE',,rilasci accidentali o dolosi di sostanze,10.47102741,46.24377384,POINT (10.47102741 46.24377384),alta
MILANO,MILANO,MI146.3030,PETITTI5,"VIA CARLO ILARIONE PETITTI, 5",(*),aree industriali dismesse,9.15300714,45.48873949,POINT (9.15300714 45.48873949),alta
MILANO,TREZZANO SUL NAVIGLIO,MI220.0003,"ALGAFINA, AREA ALGALITE",VIALE LEONARDO DA VINCI,(*),aree industriali dismesse,9.06495766,45.42377091,POINT (9.06495766 45.42377091),alta
MILANO,GARBAGNATE MILANESE,MI105.0022,EX FORNACE,VIA MONTE BIANCO,(*),aree industriali dismesse,9.08100046,45.58003754,POINT (9.08100046 45.58003754),alta
BERGAMO,BERGAMO,BG024.0037,ZANI 1951 SRL,"VIA PAOLO BERLENDIS, 5",,aree industriali dismesse,9.67308492,45.70825441,POINT (9.67308492 45.70825441),alta
COMO,OLGIATE COMASCO,CO165.0003,PV Q8 0912,S.P.PER BIZZARRONE,,impianti di stoccaggio o adduzione carburanti,8.95769314,45.78888895,POINT (8.95769314 45.78888895),alta
MILANO,CORMANO,MI086.0023,Area EX NYMCO,"VIA DEI GIOVI, 6",,aree industriali dismesse,9.15915701,45.53990767,POINT (9.15915701 45.53990767),alta
BERGAMO,LOVERE,BG128.0003,P.V. SHELL 11095,"VIA GUGLIELMO MARCONI, 55",,impianti di stoccaggio o adduzione carburanti,10.07971014,45.82102444,POINT (10.07971014 45.82102444),alta
MILANO,BUSSERO,MI040.0002,MODERCROMO SRL,"VIA GENOVA, 3",,aree industriali in attività,9.36418505,45.52958056,POINT (9.36418505 45.52958056),alta
COMO,COMO,CO075.0029,AREA ADIBITA A PARCHEGGIO,"VIA GIOVANNI BATTISTA SCALABRINI, 46",,discariche abusive o incontrollate,9.07877435,45.7844605,POINT (9.07877435 45.7844605),alta
MILANO,MILANO,MI146.4340,"IRCCS CÀ GRANDA OSPEDALE MAGGIORE POLICLINICO, scavo per realizzazione scala antincendio","VIA FRANCESCO SFORZA, 35",,altri siti non meglio specificati,9.19506867,45.45926203,POINT (9.19506867 45.45926203),alta
BRESCIA,NAVE,BS117.0011,TRAFILERIE NAVE,"VIA SORELLE MINOLA, 43",,aree industriali dismesse,10.2840346,45.58472794,POINT (10.2840346 45.58472794),alta
VARESE,BRENTA,VA019.0001,AREA EX CONCERIA FRASCHINI,"VIA SOTTO SASSO, 2",,aree industriali dismesse,8.68765885,45.90691108,POINT (8.68765885 45.90691108),bassa
MILANO,MILANO,MI146.2236,AREA EX TIRO A VOLO,"VIA MACCONAGO, 50",(*),altri siti non meglio specificati,9.21417592,45.41523306,POINT (9.21417592 45.41523306),alta
MONZA E DELLA BRIANZA,NOVA MILANESE,MI156.0008,SPEEDOIL,"VIA CARAVAGGIO, 56",,aree industriali dismesse,9.19126758,45.58343585,POINT (9.19126758 45.58343585),alta
MILANO,MEDIGLIA,MI139.0005,AZIENDA AGRICOLA - AREA CA' DEL LAMBRO,CASCINA CA' DEL LAMBRO,,smaltimenti non autorizzati - abbandono rifiuti,9.31538021,45.39572229,POINT (9.31538021 45.39572229),alta
MILANO,MILANO,MI146.3062,Area di Via Gallarate,"VIA GALLARATE, 263-265-267-269-271-273",,altri siti non meglio specificati,9.11995203,45.50144221,POINT (9.11995203 45.50144221),alta
SONDRIO,MESE,SO043.0001,Area proprietà privata,LOCALITA' BOTTIGIA,(*),altri siti non meglio specificati,9.37917655,46.30220499,POINT (9.37917655 46.30220499),alta
BRESCIA,CORTE FRANCA,BS062.0003,SISA PV,"VIA ROMA, 22",,impianti di stoccaggio o adduzione carburanti,10.00953357,45.63426587,POINT (10.00953357 45.63426587),alta
MILANO,ARESE,MI009.0036,"soc. Promez srl, ex TRE FIORI",OSPIATE-RHO,,discariche abusive o incontrollate,9.07257615,45.55294567,POINT (9.07257615 45.55294567),bassa
MILANO,MILANO,MI146.1331,"STABILE VIA BORDONE PARIS, serbatoio","VIA PARIS BORDONE, 13",,,9.1457166,45.47383778,POINT (9.1457166 45.47383778),alta
LODI,LODI,LO031.0009,EX EUROTECNO - FALLIMENTO MADITAL,CASCINA CARAZZINA,,altri siti non meglio specificati,9.46763562,45.31228465,POINT (9.46763562 45.31228465),alta
VARESE,CASTELLANZA,VA042.0016,AGROLINZ MELAMIN ITALIA SRL ora CHEMISOL ITALIA SRL,"VIA DEL SEMPIONE, 13",,aree industriali in attività,8.88163056,45.61580483,POINT (8.88163056 45.61580483),alta
MILANO,MILANO,MI146.2724,"Ospedale Maggiore Policlinico di Milano, Riqualificazione area LOTTO 1B","VIA FRANCESCO SFORZA, 28",,altri siti non meglio specificati,9.19630915,45.460597,POINT (9.19630915 45.460597),alta
BRESCIA,LENO,BS088.0014,Area FERROROTTAMI,VIA BIVIO RISPARMIO 2,,aree industriali dismesse,10.2162728,45.36545393,POINT (10.2162728 45.36545393),bassa
LECCO,LECCO,LC042.0002,Area Centro Sportivo Bione,CENTRO SPORTIVO BIONE,,altri siti non meglio specificati,9.40064192,45.84212172,POINT (9.40064192 45.84212172),alta
MILANO,BINASCO,MI024.0002,RESINDION SRL,"VIA ROMA, 55",,aree industriali in attività,9.0900611,45.33308217,POINT (9.0900611 45.33308217),alta
VARESE,SOLBIATE OLONA,VA122.0004,DITTA BAKELITE ITALIA SPA,"VIA GIUSEPPE MAZZINI, 104",,aree industriali in attività,8.88814297,45.65053719,POINT (8.88814297 45.65053719),alta
BERGAMO,TREVIGLIO,BG219.0025,AREE ESTERNE BASLINI - AREA C PROPRIETÀ CARIOLI,VIA DI MEZZO,(*),altri siti non meglio specificati,9.58520442,45.51833767,POINT (9.58520442 45.51833767),alta
MILANO,MILANO,MI146.4254,SOLIDARNOSC MARTESANA,"VIA ERODOTO, 4",,aree industriali dismesse,9.222054,45.50895238,POINT (9.222054 45.50895238),alta
MONZA E DELLA BRIANZA,BRUGHERIO,MI034.0025,Area del comparto D.2.5,VIA QUARTO,,aree industriali dismesse,9.30277963,45.54653396,POINT (9.30277963 45.54653396),alta
COMO,VERTEMATE CON MINOPRIO,CO242.0002,GALVANICA BOSAZZI - EX AREA INDUSTRIALE DISMESSA,VIA PAPA GIOVANNI XXIII,,aree industriali dismesse,9.0795788,45.7226815,POINT (9.0795788 45.7226815),alta
MILANO,MILANO,MI146.4177,UNITÀ IMMOBILIARI,"VIA GIAN FRANCESCO PIZZI, 29",,aree industriali dismesse,9.20391004,45.43704349,POINT (9.20391004 45.43704349),alta
MILANO,RHO,MI182.0094,AREA INDUSTRIALE,"VIA PACE, 72",,aree industriali dismesse,9.05822653,45.52947921,POINT (9.05822653 45.52947921),alta
VARESE,GALLARATE,VA070.0040,AREA EX CHECCHI,VIA BENVENUTO CELLINI,,aree industriali dismesse,8.79560018,45.67265778,POINT (8.79560018 45.67265778),alta
MILANO,SAN GIULIANO MILANESE,MI195.0061,ECO ERIDANIA EX GHIBECA,"VIA LOMBARDIA, 17",,aree industriali in attività,9.25369068,45.39715946,POINT (9.25369068 45.39715946),alta
MILANO,MILANO,MI146.2255,INSEDIAMENTO AMSA,"VIA FRANCESCO PRIMATICCIO, 205",,altre operazioni di gestione rifiuti,9.12844429,45.46179959,POINT (9.12844429 45.46179959),alta
MILANO,PERO,MI170.0019,OXON ITALIA SPA,STRADA SS.DEL SEMPIONE 195,,aree industriali in attività,9.0812011,45.51337189,POINT (9.0812011 45.51337189),alta
MILANO,MILANO,MI146.4059,SVERSAMENTO OLEODOTTO FERRERA-RHO - 14/08/2015 - ENI - HUB NORD,LOCALITA' ASSIANO,,aree agricole oggetto di spandimento incontrollato,9.05656821,45.45385877,POINT (9.05656821 45.45385877),alta
MILANO,PARABIAGO,MI168.0031,AREA VIA TINTORETTO,"VIA TINTORETTO, 11",,aree industriali dismesse,8.96488266,45.57204578,POINT (8.96488266 45.57204578),alta
MILANO,MILANO,MI146.2742,Area presso Condominio - Sversamento accidentale in fase di carico serbaoio,"VIA ALBERTO MARIO, 6",,rilasci accidentali o dolosi di sostanze,9.15191137,45.4720904,POINT (9.15191137 45.4720904),alta
MILANO,MILANO,MI146.4336,AREA DI VIA CEVEDALE 5,"VIA CEVEDALE, 5",,altri siti non meglio specificati,9.17421709,45.50677684,POINT (9.17421709 45.50677684),alta
MILANO,ROZZANO,MI189.0092,AREA VERDE PUBBLICO,PIAZZA GIOVANNI FOGLIA,,altri siti non meglio specificati,9.15349833,45.3813485,POINT (9.15349833 45.3813485),alta
MILANO,MILANO,MI146.4229,STABILE PRIVATO,"VIA SANTA MARIA ALLA PORTA, 2",,altri siti non meglio specificati,9.1818827,45.46490009,POINT (9.1818827 45.46490009),alta
LECCO,BARZANO,LC006.0003,PUNTO VENDITA CARBURANTI ESSO,"VIA ROMA, 58",,impianti di stoccaggio o adduzione carburanti,9.31637276,45.72654569,POINT (9.31637276 45.72654569),alta
MILANO,SESTO SAN GIOVANNI,MI209.0121,AREA COMUNALE,"VIALE RIMEMBRANZE, 245",,serbatoi carburante per riscaldamento,9.24102147,45.5227017,POINT (9.24102147 45.5227017),alta
BRESCIA,BRESCIA,BS029.0084,Baratti di Eredi Inselvini s.r.l.,"VIA PADOVA, 7",,aree industriali in attività,10.19490212,45.5264602,POINT (10.19490212 45.5264602),alta
MILANO,MORIMONDO,MI150.0001,AREA EX SIECAM S.r.l.,VIA PER CASELLE 10,,aree industriali dismesse,8.95467795,45.34977915,POINT (8.95467795 45.34977915),bassa
PAVIA,SOMMO,PV151.0003,SCARICO DITTA ALAN IN FOSSO COLATORE,LOCALITA' CASCINA VOLPARA,,altre operazioni di gestione rifiuti,9.08059482,45.11901758,POINT (9.08059482 45.11901758),alta
MILANO,CORNAREDO,MI087.0018,SERBATOIO C/O DITTA STMICROELECTRONICS,"VIA TOLOMEO, 1",(*),aree industriali in attività,9.02843061,45.46882247,POINT (9.02843061 45.46882247),alta
MILANO,PESCHIERA BORROMEO,MI171.0002,CARBODOLL s.r.l,VIA F.LLI BANDIERA/V.PUCCINI 21,,aree industriali in attività,9.28531655,45.43981198,POINT (9.28531655 45.43981198),alta
MILANO,SESTO SAN GIOVANNI,MI209.0051,Scuola Media VII,"VIA FRATELLI DI DIO, 101",,altri siti non meglio specificati,9.24804362,45.5252641,POINT (9.24804362 45.5252641),alta
MILANO,MILANO,MI146.3809,AREA COMUNALE,"VIA PRESOLANA, 6",,aree industriali dismesse,9.2065452,45.45674306,POINT (9.2065452 45.45674306),alta
MILANO,VIMODRONE,MI242.0004,AREA NOVA - ELFE - EX DISCARICA E.C.A.,VIA MIRAZZANO-S.P.PER COLOGNO,,discariche abusive o incontrollate,9.28720479,45.51454179,POINT (9.28720479 45.51454179),bassa
MILANO,PIEVE EMANUELE,MI173.0011,P.V. SHELL 49424,VIA DEI PLATANI,,impianti di stoccaggio o adduzione carburanti,9.19583001,45.34897585,POINT (9.19583001 45.34897585),alta
MILANO,MILANO,MI146.0877,EX PLASMON,"VIA GIOVANNI CADOLINI, 26",,aree industriali dismesse,9.2212699,45.44768454,POINT (9.2212699 45.44768454),alta
COMO,COMO,CO075.0059,Area Soc. CARIM,VIA GIOVANNI BATTISTA SCALABRINI,,aree industriali dismesse,9.08410434,45.79010625,POINT (9.08410434 45.79010625),alta
VARESE,LAVENO - MOMBELLO,VA087.0006,DISTRIBUTORE CARBURANTI - DISMISSIONE IMPIANTO,VIA RENO-FRAZIONE CERESOLO,(*),impianti di stoccaggio o adduzione carburanti,8.59854959,45.89600707,POINT (8.59854959 45.89600707),alta
MILANO,TREZZANO SUL NAVIGLIO,MI220.0001,BRENNTAG SPA,"VIA GIOVANNI BOCCACCIO, 3",,aree industriali in attività,9.05523406,45.41763063,POINT (9.05523406 45.41763063),alta
BERGAMO,BERGAMO,BG024.0079,TRUSSARDI PETROLI S.P.A.,"VIA DEL LAZZARETTO, 8",,impianti di stoccaggio o adduzione carburanti,9.67897145,45.70829812,POINT (9.67897145 45.70829812),alta
BRESCIA,MACLODIO,BS097.0001,Piombifera Italiana SpA,"VIA MOLINO EMILI, 26",,aree industriali in attività,10.04713322,45.47365747,POINT (10.04713322 45.47365747),alta
MILANO,MILANO,MI146.4288,INFRASTRUTTURE LOMBARDE,"VIA MANZANO, 4",,altri siti non meglio specificati,9.1292918,45.44638035,POINT (9.1292918 45.44638035),alta
BERGAMO,CISERANO,BG075.0005,EX Discarica,VIA PROVINCIALE FRANCESCA VECCHIA,(*),discariche abusive o incontrollate,9.60948552,45.58968604,POINT (9.60948552 45.58968604),alta
MONZA E DELLA BRIANZA,MONZA,MI149.0091,Area via Monviso,VIA MONVISO,,aree industriali dismesse,9.25069355,45.58480987,POINT (9.25069355 45.58480987),alta
MILANO,CERRO AL LAMBRO,MI071.0002,"Saronio, subarea",VIA DELLA VECCHIA CHIMICA,,aree industriali dismesse,9.31682641,45.34915712,POINT (9.31682641 45.34915712),alta
MILANO,MILANO,MI146.3275,COLLETTORE FOGNARIO EMISSARIO NOSEDO,VIA SAN DIONIGI,,altri siti non meglio specificati,9.21733055,45.43695337,POINT (9.21733055 45.43695337),alta
MILANO,MILANO,MI146.1041,AREA EX SILBAR,"VIA ANDREA PONTI, 5",(*),aree industriali dismesse,9.15604472,45.44680036,POINT (9.15604472 45.44680036),alta
BRESCIA,MONTICHIARI,BS113.0005,ex cava Baratti loc. Ponchioni,LOCALITA' PONCHIONI,,smaltimenti non autorizzati - abbandono rifiuti,10.38811479,45.40366539,POINT (10.38811479 45.40366539),bassa
BERGAMO,TREVIGLIO,BG219.0003,Farchemia S.R.L.,"VIA BERGAMO, 121",,aree industriali in attività,9.6064378,45.5558807,POINT (9.6064378 45.5558807),alta
BRESCIA,LUMEZZANE,BS096.0023,DITTA GPL,FRAZIONE GAZZOLO,,aree industriali dismesse,10.2725358,45.64450949,POINT (10.2725358 45.64450949),bassa
MILANO,BOLLATE,MI027.0019,EX BRENNTAG DEPOSITO - SIOCHEM SRL,"VIA SAN GOTTARDO, 19-OSPIATE19",,aree industriali in attività,9.10267587,45.53378984,POINT (9.10267587 45.53378984),alta
LECCO,VALMADRERA,LC083.0002,AREA EX DITTA FOMP FONDERIE S.P.A.,S.P.LECCO-COMO,,aree industriali dismesse,9.36828759,45.8467263,POINT (9.36828759 45.8467263),alta
BRESCIA,CASTENEDOLO,BS043.0001,EX CAVA LAGO BORGO,"VIA RISORGIMENTO, 114",,smaltimenti non autorizzati - abbandono rifiuti,10.26319342,45.46322126,POINT (10.26319342 45.46322126),alta
LODI,CASALPUSTERLENGO,LO010.0015,UNTOUCHABLE ENERGY S.R.L.,CASCINA COSTE FORNACI,(*),operazioni di recupero rifiuti,9.62701934,45.17038559,POINT (9.62701934 45.17038559),alta
MONZA E DELLA BRIANZA,VEDUGGIO CON COLZANO,MB047.0003,ESSO PV N 1628,VIA NUOVA VALASSINA,(*),impianti di stoccaggio o adduzione carburanti,9.26167505,45.72847126,POINT (9.26167505 45.72847126),bassa
BERGAMO,ALMENNO SAN BARTOLOMEO,BG006.0003,DEROCCA,LOCALITA' DEROCCA,(*),attività minerarie o estrattive,9.59269705,45.72802067,POINT (9.59269705 45.72802067),alta
VARESE,TRADATE,VA127.0012,P.V. ESSO TRADATE,"VIALE GUGLIELMO MARCONI, 2",,impianti di stoccaggio o adduzione carburanti,8.90954978,45.70934388,POINT (8.90954978 45.70934388),alta
LODI,MULAZZANO,LO041.0001,AREA INDUSTRIALE DISMESSA EX CROMOTIME E ROGGIA VISTARINA,"VIA ALESSANDRINI, 12-Z.I.CASSINOD'ALBERI",,aree industriali dismesse,9.38983567,45.38941561,POINT (9.38983567 45.38941561),alta
MILANO,PADERNO DUGNANO,MI166.0035,LARES COZZI subambito2,"VIA ROMA, 88",,aree industriali dismesse,9.15926436,45.56300513,POINT (9.15926436 45.56300513),alta
MILANO,CALVIGNASCO,MI042.0001,ditta Sodimec S.r.l.,"VIA DEL COMMERCIO, 2",,aree industriali in attività,9.0282204,45.32066725,POINT (9.0282204 45.32066725),alta
PAVIA,BRONI,PV024.0007,ITALCEMENTI S.P.A.,"VIA CIRCONVALLAZIONE, 23",,aree industriali in attività,9.25600283,45.06309995,POINT (9.25600283 45.06309995),alta
CREMONA,CREMONA,CR036.0078,WONDER SPA,"VIA NAZARIO SAURO, 12",,aree industriali in attività,10.02198015,45.1505895,POINT (10.02198015 45.1505895),alta
MILANO,MILANO,MI146.3379,AREA PRIVATA,"VIA FABIO MANGONE, 4",,aree industriali dismesse,9.1721771,45.45680925,POINT (9.1721771 45.45680925),alta
